296	Super-rich Swiss village opts for £200,000 fine instead of accepting 10 refugees	36106
297	South Sudan president says soldiers who rape should be shot	36081
298	Barrel of Oil now cheaper than an actual Barrel to put the oil in.	36034
299	Greek news sites are reporting that Aristotle's tomb was found.	35989
300	China announces sanctions on North Korea	35980
301	Ten dead, 30 injured in blast outside park in Pakistan's Lahore	35971
302	Thousands sign petition for royal family to pay for Buckingham Palace repairs themselves	35963
303	Montreal police tracked journalist's iPhone: “I was living in the fiction that police officers wouldn’t dare do that, and in the fiction that judges were protecting journalists -- and hence the public -- against this type of police intrusion,” Lagace said. “Clearly, I was naive.”	35906
304	Ten african countries vow to recreate 100 million hectares of lost jungle, twice the size of Europe. World bank & Germany announces funding	35854
305	Pope Francis reveals new church law to deal with paedophile priests: Catholic bishops who fail to sack paedophile priests can be removed from office	35763
306	Two-thirds of Australians think reef crisis is 'national emergency' – poll: Overwhelming majority of people agree the government should legislate to stop chemicals polluting the Great Barrier Reef	35730
307	Legal Weed sales in Canada expected to surpass alcohol	35724
308	Rio chefs use leftover Olympic food to feed the poor	35713
309	"US Journalist, James Foley, beheaded by ISIS ""Warning to America""."	35665
310	Many millions of Muslims 'fundamentally incompatible with the modern world', says Tony Blair	35601
311	North Korean elite is turning against Kim Jong-un, says defector	35598
312	Microsoft Corp said on Wednesday it will begin warning users of its Outlook.com email service when the company suspects that a government has been trying to hack into their accounts.	35577
313	U.N. Chief Admits He Removed Saudi Arabia From Child-Killer List Due to Extortion	35556
314	Billionaire hedge fund managers have called on Puerto Rico to lay off teachers and close schools so that the island can pay them back the billions it owes. It accused the island, where 56% of children live in poverty, of spending too much on education	35464
315	Former Controversial Toronto Mayor Rob Ford Has Died	35452
316	Alexandre Bissonnette identified as suspect in #QuebecShooting. Mohamed Khadir, originally identified as a suspect, has now been named as a witness.	35412
317	Highest-paid CEOs run worst-performing companies, research finds	35347
318	Subway has announced its intention to sue the Canadian Broadcasting Corporation alleging the network aired a program falsely claiming the company’s chicken contains around 50 percent soy. The CBC refuses to retract its claim or apologize.	35298
319	Massive paedophile ring uncovered by police in Norway after arrest of 51 men	35223
320	South Korea says it will send aid to North Korea during its worst drought in a century under one condition -- just ask for it	35227
321	Former MI6 agent Christopher Steele's frustration as FBI sat on Donald Trump Russia file for months: Steele was so concerned by revelations he worked without payment after Trump's election victory in November	35215
322	Another drug Cycloserine sees a 2000% price jump overnight as patent sold to pharmaceutical company. The ensuing backlash caused the companies to reverse their deal. Expert says If it weren't for all of the negative publicity the original 2,000 per cent price hike would still stand.	35188
323	Mass protest in Seoul against South Korean President	35139
324	WikiLeaks publishes docs showing that the NSA bugged meetings between Ban Ki-Moon and Merkel, Netanyahu, Berlusconi, between key EU and Japanese ministers discussing their secret trade red-lines at WTO negotiations, as well as details of a private meeting between Sarkozy, Merkel and Berlusconi	35140
325	"Church of the Flying Spaghetti Monster conducts legal wedding in New Zealand - A pastarafian couple in New Zealand has become the first to ""tie the noodly knot"" in a legally recognized ceremony officiated by an ordained ""ministeroni"" from the Church of the Flying Spaghetti Monster."	35049
326	India Has Planted Nearly 50 Million Trees In 24 Hours	34913
327	Ed Miliband says Panama Papers show ‘wealth does not trickle down’	34872
328	Vaping is 95% safer than smoking and could lead to the demise of the traditional cigarette, Public Health England (PHE) has said in the first official recognition that e-cigarettes are less damaging to health than smoking tobacco.	34871
329	Australia has the most expensive internet in the world because big players Telstra and Optus are so powerful they can charge huge rates, an internet security company claims	34847
330	After convincing China to give up shark fin soup, Yao Ming sets out to save Africa's elephants from the ivory trade	34795
331	France to force big supermarkets to give away unsold food to charity	34786
332	Powerful 7.4 earthquake strikes near Christchurch, New Zealand - BBC News	34753
333	Canada should allow people aged 18 and up to buy recreational marijuana through a wide range of retail options, according to a government-commissioned report that lays out groundwork for legalizing the drug.	34716
334	Volkswagen has admitted to using software on VW and Audi branded cars to cheat U.S. diesel emissions tests, shares plunge more than 20 percent.	34716
335	Bus full of Chinese basketball reporters caught in roadside gunfight on the way to Olympic Village in Rio	34640
336	Every Month This Year Has Been the Hottest in Recorded History	34550
337	Obama rejects Keystone XL project, citing climate concerns	34550
338	Julian Assange's internet link has been intentionally severed by a state party	34538
339	UK Bristol police taser their own black race relations adviser after mistaking him for wanted man	34522
340	"UN experts denounce 'myth' pesticides are necessary to feed the world. The report says pesticides have “catastrophic impacts on the environment, human health and society as a whole"""	34524
341	Brazilian congress votes to impeach president Dilma Rousseff	34481
342	'Hangover-free alcohol’ could replace all regular alcohol by 2050. The new drink, known as 'alcosynth', is designed to mimic the positive effects of alcohol but doesn’t cause a dry mouth, nausea and a throbbing head	34468
343	$100B invested in wind or solar will now produce more energy than the same investment in oil	34454
344	"Pope washes feet of Muslim migrants, says ‘We are brothers’ ""In his homily, Francis said: 'We have different cultures and religions, but we are brothers and we want to live in peace.'"""	34423
345	BP CEO to get $3.3 million raise after 12,000 layoffs	34403
346	Germany Just Abolished College Tuition Fees | ThinkProgress	34382
347	WikiLeaks releases 300k Turkey govt emails in response to Erdogan’s post-coup purges	34297
348	Danish green energy giant Dong said on Thursday it was pulling out of coal use, burning another bridge to its fossil fuel past after ditching oil and gas. Dong is the biggest wind power producer in Europe.	34267
349	Paris will cut the number of cars on the road in half beginning Monday and is making public transit free to combat a spike in pollution that has obscured even the Eiffel Tower under a smoggy haze	34258
350	'I should have used both hands': German minister defends giving neo-Nazi protesters the finger	34251
351	"The robots sent into Fukushima have ""died"". As soon as they get close to the reactors, the radiation destroys their wiring and renders them useless,"	34226
352	Wife of hospitalized Putin critic: My husband was poisoned	34192
353	"19-year-old female Kurdish fighter Asia Ramazan Antar has been killed when she reportedly tried to stop an attack by three Islamic State suicide car bombers | Antar, dubbed ""Kurdish Angelina Jolie"" by the Western media, had become the poster girl for the YPJ."	34138
354	Stephen Hawking announces $100 million hunt for alien life	34078
355	"Pope condemns ""bloodsuckers"" who exploit poor workers: Pope says making ""slaves"" out of workers and setting unfair contracts is a mortal sin"	33987
356	Philippines will offer free birth control to 6 million women.	33923
357	Suicide bomber hits stadium in Iraqi city, killing 29	33923
358	Scientists are frantically copying US climate data, fearing it might vanish under Trump	33888
359	Donald Trump presidency a 'disaster for the planet', warn climate scientists: 'At the heart of his energy and climate thinking is an “America first” policy where “draconian climate rules” are repealed and the US escalates its production of coal, oil and natural gas.'	33855
360	'Extreme surveillance' becomes UK law with barely a whimper	33833
361	BP platform leaks 95 tonnes of oil into North Sea	33830
362	Exxon knew of climate change in 1981, email says – but it funded deniers for 27 more years	33813
363	North Korea's internet is offline; massive DDOS attack presumed	33810
364	England bans smoking in cars containing children.	33802
365	Toronto Muslim police chaplain says women commit 'major sin' if they refuse to have sex with husbands: Canadian Council of Muslim Women says comments are 'appalling' and 'really set us back'	33756
366	Irish leader doesn’t regret calling Trump “racist and dangerous”	33638
367	Just miles from the US border, Lexmark fires 90 long-term employees who asked for their pay to be increased by 6 pesos to 120 pesos ($7) a day.	33577
368	New EU rules will remove ‘geoblocking’ so customers can use online subscription services, like Netflix, abroad	33554
369	Brexit: Government rejects petition signed by 4.1 million calling for second EU referendum	33446
370	Doctors Without Borders refused a donation of one million vaccine doses from Pfizer: The heart of the refusal—which could well imperil children who would have received those vaccines—is a principled stand against the extremely high cost of many vaccines.'	33300
371	Homeopathy found to be effective for 0 out of 68 illnesses: a systematic review concluded the controversial treatment was no more effective than placebo drugs	33305
372	Panama Papers reveal London as centre of 'spider's web'	33286
373	Obama: I think Sony made a mistake by pulling 'The Interview'	33218
374	Alzheimer's disease breakthrough as new drug clears toxic proteins from brains of patients	33213
375	Mexican President 'Considering' Canceling Trip to Washington Amid Border Wall Order	33194
376	From CNN: SpaceX to fly two space tourists around the moon in 2018	33188
377	"France threatens to walk away from TTIP negotiations saying a ""total lack of transparency"" in TTIP talks poses a ""democratic problem""."	33117
378	"One Million sign petition to stop Trump UK visit - Theresa May rejects calls for it to be cancelled as a ""populist gesture"""	33022
379	Full text of the TPP has just been released.	33022
380	Archaeologists have discovered a 200 year old underground pub in Manchester, England. Unopened bottles of Brandy are among the haul	33007
381	UK government must consult Parliament before triggering Article 50 to leave EU, High Court rules	32959
382	Putin: Russia will not expel anyone in response to US sanctions	32964
383	Brazilian radio host famous for exposing corruption in his city murdered while broadcasting live on the air by two gunmen.	32946
384	Great Barrier Reef Undergoing a 'Complete Ecosystem Collapse,' Scientists Say	32929
385	Iceland’s president turns down a monthly pay increase of 5,300 USD	32904
386	Four rangers that protect elephants in Africa killed by poachers.	32856
387	Mexicans Launch Boycotts of U.S. Companies in Fury at Donald Trump	32847
388	‘Shell knew’: oil giant's 1991 film warned of climate change danger	32834
389	German push to ban combustion-engine cars by 2030 wins support	32716
390	El Chapo has been caught	32684
391	Afghan woman kills 25 Taliban rebels to avenge her son’s murder	32627
392	China's navy seizes unmanned US Navy vehicle in international waters of South China Sea	32593
393	Paris city police commissioner arrived at Bataclan before special forces. Ran in alone, took out one of the gunmen.	32539
394	Anonymous said Saturday it has uncovered information about Islamic State group attacks in Paris as well as on locations in the U.S., Indonesia, Italy and Lebanon, all apparently set for Sunday	32529
395	Today The United Kingdom decides whether to remain in the European Union, or leave	32507
396	Air France's gay stewards refuse to go to Iran, where homosexuality is punishable by death	32476
397	Paris shooting survivor suing French media for giving away his location while he hid from shooters	32468
398	US reporters praise German journalists for questioning Trump	32439
399	Anti-surveillance clothing aims to hide wearers from facial recognition | Hyperface project involves printing patterns on to clothing or textiles that computers interpret as a face, in fightback against intrusive technology	32446
400	Pirate Bay Founders Acquitted in Criminal Copyright Case	32436
401	UN Removes Saudi Arabia From Human Rights Blacklist After Just A Week, Faces Backlash - Rights groups accuse UN of flip-flopping & giving into political manipulation.	32386
402	Candidate with no votes demands recount because he ‘voted for himself’	32378
403	Just 90 companies are to blame for most climate change, this 'carbon accountant' says	32348
404	Muslim woman prevented second terror attack on Paris by tipping off police about whereabouts of ISIS mastermind	32323
405	Muslim migrant boat captain who 'threw six Christians to their deaths from his vessel because of their religion' goes on trial for murder	32320
406	Over 1 million in Seoul protest to demand president’s resignation	32270
407	The family of the codebreaker Alan Turing will visit Downing Street on Monday to demand the government pardons 49,000 other men persecuted like him for their homosexuality.	32200
408	Parents who let diabetic son starve to death found guilty of first-degree murder: Emil and Rodica Radita isolated and neglected their son Alexandru for years before his eventual death — at which point he was said to be so emaciated that he appeared mummified, court hears	32193
409	Lego ends advertising with Daily Mail after calls for companies to 'Stop Funding Hate'	32123
410	The South Korean President has been under the control of a Shadow Cabal of 8 oligarchs	32125
411	A Dutch woman who alleged she was raped after being drugged in an upscale nightclub in Doha was convicted of having sex out of wedlock by a Qatari court on Monday and given a one-year suspended sentence.	32100
412	Fethullah Gülen: Turkey coup may have been 'staged' by Erdogan regime	32032
413	Rio 2016: Olympic athletes told to ‘keep your mouth closed’ when in contaminated water	31860
414	Cuba Allows Google to Install Servers and Provide faster Internet Access	31844
415	'They rape us. We kill them': Yazidi singer forms all-female fighting unit to take revenge on ISIS for forcing their sisters into sexual slavery and beheading their brothers	31809
416	Missile which shot down flight MH17 over Ukraine in 2014 was brought in from Russian territory - investigators	31775
417	Medical cannibis will be legalised nation-wide across Australia in November	31757
418	WikiLeaks claims first batch of stolen CIA documents 'less than 1%' of total release	31737
419	Russia seeks to declare Jehovah's Witnesses an extremist group	31707
420	"US President-elect Donald Trump has spoken directly with the president of Taiwan - breaking with US policy set in 1979 when formal relations were cut. Washington cut formal diplomatic ties with Taiwan in 1979, expressing its support for Beijing's ""One China"" policy."	31700
421	Cannabis ingredient to be classed as medicine in UK.	31612
422	Canadians want Trudeau to stand up to Trump, even if it leads to trade war: poll	31587
423	New Alzheimer’s treatment fully restores memory function - Australian researchers have come up with a non-invasive ultrasound technology that clears the brain of neurotoxic amyloid plaques	31581
424	"France will not ban Wi-Fi or Tor, prime minister says: ""Internet is a freedom, is an extraordinary means of communication between people, it is a benefit to the economy,"" Valls added"	31505
425	CEOs Can Now Be Prosecuted Like War Criminals at the Hague	31506
426	Reddit deletes surveillance 'warrant canary' in transparency report	31496
427	"Canada moving ahead with plans to ditch first-past-the-post electoral system. ""FPTP suited for fledgling democracies, mature democracies can do better,"" says minister in charge of reform."	31492
428	Russian opposition politician and former deputy PM Boris Nemtsov shot dead on Moscow street	31434
429	The Netherlands to decriminalize insulting heads of state	31412
430	Report: Obama quietly sent $221 million to the Palestinian Authority hours before leaving office	31394
431	Sweden announces first centre for raped men	31341
432	Navy halts live fire explosive exercises off Vancouver Island after being alerted to a pod of Orcas, including 3 calves, in vicinity; praised for being responsive	31335
433	Polish Olympian sells Rio medal to save three-year-old battling cancer	31239
434	First female Afghan air force pilot asks US for asylum -- Capt. Rahmani said it's no longer safe for her to live in Afghanistan. Her attorney, Kimberly Motley, said her client has received numerous threats from insurgents and condemnation from government officials	31221
435	Turkey to temporarily suspend European Convention on Human Rights after coup attempt	31203
436	Tesco to give all unsold food to charity after finalising deal - Supermarket giant says it aims to eradicate all food waste at its stores and distribution centres by 2017 (Tesco are the world's 2nd largest retailer and the largest in Europe)	31195
437	Alberta passes bill banning corporate and union donations to political parties	31195
438	A Brazilian Supreme Court justice called on Friday for the legalization of marijuana and even cocaine to undo the growing power of drug gangs behind a wave of violence that has shaken Latin America's largest country.	31183
439	WSJ: Trump's top national security adviser is being investigated for his communications with Russia	31175
440	Scotland just produced enough wind energy to power it for an entire day: Strong winds combined with low demand on a sunny summer Sunday help Scotland reach ‘significant milestone’ on path towards ditching fossil fuels entirely	31173
441	"Alcohol is a direct cause of seven ​​forms of cancer, finds study: ""...the epidemiological evidence can support the judgment that alcohol causes cancer of the oropharynx, larynx, oesophagus, liver, colon, rectum and breast.”"	31145
442	Russians who practice female genital mutilation (FGM) could face ten years imprisonment under a new bill. The bill says that FGM “has no place in a civilized society,” and was presented to parliament by United Russia deputy Maria Maksakova-Igenbergs.	31120
443	Ban On Tuna Labeled Dolphin-Safe Shows How TPP Will Crush Consumer Rights: ... dolphin-safe labeling of tuna managed to reduce annual deaths of the mammals from over 100,000 to only 3,000 but the World Trade Organization just effectively nullified this critical program	31093
444	Russia offers water bombers and specialists to help fight Fort McMurray forest fires	31077
445	Russian state television accidentally broadcasts evidence that Moscow uses cluster bombs in Syria	31019
446	The star witness in a case pitting rainforest villagers against a multinational oil giant has admitted to lying under oath in an effort to help Chevron avoid paying a $9.5 billion judgment for deliberate pollution of the Ecuadorian Amazon	31007
447	Good News. Tiger Numbers in India up From 1,400 to 2,226 in 7 Years	30985
448	Prince Charles warns horrific lessons of WW2 are in danger of being forgotten	30878
449	They sweat together, they sleep together: in the name of gender equality, Norway has introduced compulsory military service for women, even bunking them in mixed dorms with their brothers-in-arms. Almost a third of the Norwegian army conscripts born in 1997 were women this summer.	30806
450	Russian city sees domestic violence incidents double after Putin decriminalises beatings	30786
451	Kim Jong-nam killed by chemical weapon, say Malaysian police - Investigators identify substance used to murder Kim Jong-un’s half-brother as VX nerve agent, decribed as a weapon of mass destruction by the UN	30746
452	China on Tuesday rejected a plan by U.S. Republican presidential candidate Donald Trump to back out of a global climate change pact, saying a wise political leader should make policy in line with global trends, a rare comment on a foreign election	30732
453	Smoking gun emails reveal Blair's 'deal in blood' with George Bush over Iraq war was forged a year before the invasion had even started - despite claiming he wanted peace. Leaked White House memo shows former Prime Minister's support for war at summit with U.S. President in 2002.	30720
454	Declassified memo shows multiple Saudi connections to 9/11 plotters: flight certificate of Al Qaeda operative found in envelope from the Saudi Embassy in DC	30676
455	Syrian migrant helps capture ISIS terrorist who tortured him in his home country after spotting the Islamist in Germany	30670
456	"North Korea said it will launch a nuclear strike ""if a single bullet is fired"""	30688
457	Saudi man sentenced 10 years jail and weekly public canings for 5 months. He is guilty of setting up a public online forum for debate and discussion.	30652
458	'Shots fired' at French magazine HQ	30574
459	"Anti-gay US pastor legally banned from South Africa for being ""a member of or adherent to an association or organisation advocating the practice of racial hatred or social violence."""	30545
460	Cuba has pardoned 787 prisoners in response to Pope Francis's call for world leaders to show mercy to inmates, authorities said on Tuesday.	30495
461	North Korea begs for aid after floods despite spending millions on nukes	30439
462	Stabbings in Sagamihara, Japan: 19 dead	30427
463	North Korea demands Malaysia stop investigating Kim Jong-nam death	30372
464	Efficiency up, turnover down: Sweden experiments with six-hour working day | World news | The Guardian	30361
465	US 'got it so wrong' on Saddam Hussein, says CIA analyst who interrogated dictator | 'We never thought about using weapons of mass destruction,' former Iraqi ruler told CIA	30362
466	U.S. Allies Also Intercept Russia-Trump Adviser Communications	30352
467	Hong Kong students storm government HQ to demand full democracy	30335
468	Justin Trudeau: 'Globalisation isn't working for ordinary people'	30290
469	Samsung's billionaire chief is now in a jail cell with a mattress on the floor and no shower	30275
470	Kyrgyzstan president: 'Women in mini skirts don't become suicide bombers'	30181
471	A seven-year-old boy who went missing in bear-inhabited forests in northern Japan after his parents said they abandoned him as punishment, has been found alive, according to local reports.	30182
472	Apple recovered 2,204 pounds of gold from broken iPhones last year	30158
473	Canada just made it legal for police to search your cellphone without a warrant upon arrest.	30155
474	Seattle judge grants nationwide temporary restraining order on Trump immigration ban	30132
475	Fake US Embassy discovered to have been operating in Ghana for the past decade.	30119
476	Pakistan Is Arresting People Who Refuse to Vaccinate Their Kids Against Polio	30089
477	Apple wants the FBI to reveal how it hacked the San Bernardino killer's iPhone	30097
478	Rio Olympics could spark 'full blown global health disaster', say Harvard scientists	30086
479	No one wants to help Donald Trump build a registry of Muslims: Tech giants Microsoft and IBM have said they would refuse to help create a registry of Muslim Americans under Trump's presidency	30073
480	Two California Tourists Arrested For Engraving Their Names In Rome's Colosseum And Taking A Selfie	30038
481	iTunes is illegal under UK copyright law - The Intellectual Property Office today explains that ripping a CD in iTunes is no longer permitted, and neither is backing up your computer if it contains copyrighted content.	30030
482	Antarctica reaches 63F, highest temperature ever recorded.	30024
483	Native tribes from the U.S. and Canada signed a treaty Tuesday establishing an inter-tribal alliance to restore bison to areas of the Rocky Mountains and Great Plains where millions of the animals once roamed.	29949
484	Man Dies After Tapeworm Inside Him Gets Cancer - This is the first known report of a person becoming sick from cancer cells that developed in a parasite.	29923
485	Nike becomes suspected player in alleged $150 million FIFA bribery scandal	29882
486	Ireland plans to decriminalise the possession of small amounts of drugs, including heroin, cocaine and cannabis	29827
487	Mexico threatens trade war over Trump wall tax	29802
488	Russia Arrests Scientologist for Stealing $2 Million and Giving to Church	29788
489	Hundreds of thousands protest for fifth straight week against South Korean President	29722
490	India has slashed prices of 54 essential medicines by up to 55%, including commonly used drugs for cancer, hypertension, diabetes and other heart disorders.	29712
491	President Duterte threatens to burn down the UN HQ in NYC	29668
492	'Huge wake up call': Third of central, northern Great Barrier Reef corals dead, scientists say	29660
493	Google’s quantum computer just accurately simulated a molecule for the first time	29608
494	Nasa and Stephen Hawking are working on a nano-starship that can travel 1/5th the speed of light: 'If successful, the ship, called “StarChip” could reach Earth’s closest star system, Alpha Centauri, in 20 years.'	29580
495	India plans to spend $6 billion on creating new forests	29554
496	Philae comet lander wakes up [After 7 months]	29516
497	Man without arms denied housing loan due to inability to provide fingerprints	29516
498	Musk, Wozniak and Hawking urge ban on AI and autonomous weapons: Over 1,000 high-profile artificial intelligence experts and leading researchers have signed an open letter warning of a “military artificial intelligence arms race” and calling for a ban on “offensive autonomous weapons”.	29406
499	Saudi Ties to 9/11 Detailed in Documents Suppressed Since 2002	29383
500	NASA reveals that Antarctica is actually gaining more ice than it is losing	29349
501	"Scientists categorize Earth as a 'toxic planet': ""Earth, and all life on it, are being saturated with man-made chemicals in an event unlike anything in the planet's entire history."""	29316
502	2,500 Scientists To Australia: If You Want To Save The Great Barrier Reef, Stop Supporting Coal	29276
503	Coca-Cola calls for FIFA President Sepp Blatter to step down immediately.	29273
504	Malcom Turnbull becomes Prime Minister of Australia after Tony Abbott rejected by Liberal party	29217
505	Nigeria purges 50,000 ‘ghost workers’ from State payroll in corruption sweep	29203
506	"Brazil declares emergency after 2,400 babies are born with brain damage, possibly due to mosquito-borne virus ""This is an unprecedented situation, unprecedented in world scientific research,"" Brazil's health ministry said in a statement on its website"	29163
507	A decade on, vaccine has halved cervical cancer rate.	29149
508	First Polish patient wakes from coma due to brain stimulator implant	29148
509	Anger after Saudi Arabia 'chosen to head key UN human rights panel'	29128
510	Iceland is digging world’s deepest geothermal borehole into the heart of a volcano at a depth of 3.10 miles (5 km) to tap renewable energy. The extreme pressure and heat at such depths could derive 30 to 50 MW of electricity from one geothermal well.	29128
511	Hundreds of Kenyan girls are preparing to spend Christmas in schools, rather than with their families, fearing that their parents will force them to undergo female genital mutilation (FGM)	29128
512	Israel Ground Invasion of Gaza has Begun	29100
513	3 years later, Indian girl raped again by same five accused. No arrests made.	29063
514	Germany agreed Thursday to turn more than 60 former military bases into nature preserves, with the aim of creating vast new green oases and sanctuaries for rare species of birds	29059
515	"By 285 votes to 281, MEPs decide to call on EU member states to ""drop any criminal charges against Edward Snowden"""	29031
516	EU plan to give free Interrail pass to every 18-year-old in Europe on their birthday: 'The mobility of young people is essential in promoting a sense of belonging to Europe'	29027
517	A group of US Marines foiled a potential terror attack on a French train	29008
518	World wildlife 'falls by 58% in 40 years'	29000
519	Paris attacks ringleader dead - French officials	28984
520	Danish couple face 10 years in prison for selling cannabis to cancer patients	28973
521	"Top secret ""28 pages"" may hold clues about Saudi support for 9/11 hijackers"	28969
522	Ukraine Prime Minister Arseniy Yatsenyuk has just resigned	28962
523	Nestlé​ admits slavery and coercion used in catching its seafood	28890
524	Paris mayor: We intend to sue Fox News	28890
525	Denmark to stop paying salary to royal family grandchildren: 'Simple mathematics dictate that there needs to be some sort of limit. Otherwise within a few generations there will be several hundred princes and princesses who need an annual salary,' says a ruling party spokesman	28863
526	Thailand has shut down 10 popular diving sites in a bid to slow a coral bleaching crisis, an official said Thursday, in a rare move to shun tourism profits to protect the environment	28856
527	Philippines leader likens himself to Hitler, wants to kill millions of drug users	28817
528	"Bolivia declares Israel a ""terrorist state"" and bans its citizens from entering the country without a visa"	28735
529	Putin 'sought to help' Trump in US vote	28702
530	Fuel has gotten so cheap that ships are now choosing to take the long way around Africa rather then pay the fees to transit the Suez Canal.	28707
531	Thousands of prehistoric mammoth tusks are being dug out of the melting permafrost of the Arctic. They are then shipped to China for the ivory-carving industry, causing some scientists to question whether this perfectly legal trade should be banned.	28693
532	China has just banned the burqa in its biggest Muslim city	28689
533	All Turkish academics banned from traveling abroad – report	28655
534	Medical marijuana legal in all forms, Supreme Court rules (Canada)	28619
535	Justin Bieber impersonator charged with 900 child sex offenses	28608
536	Pope says evolution doesn't mean there's no God; In an address to the Pontifical Academy of Sciences, the Pope explains that God is not some sort of wizard.	28549
537	More than 28,000 people have disappeared in Mexico in the decade since the country began its war on drugs	28547
538	Berlin market attack suspect killed in Milan, reports say	28544
539	Zuckerberg, wife pledge to donate 99% of their Facebook shares, about $45 billion, to charity	28504
540	What the Internet hates about the TPP trade deal: After years of warning that the secretive TPP would be devastating for Internet freedom, intellectual property experts have finally gotten to look at the final draft of the proposed treaty. And they say it’s as bad as they feared	28474
541	Anonymous released 9,200 ISIS supporter Twitter account names to apply pressure on Twitter for suspending them	28438
542	Firms such as Kellogg's, Unilever and Nestlé 'use child-labour palm oil'	28395
543	Scientists Find A “Weak Spot” In HIV That May Pave the Way to a Vaccine	28383
544	Saudi man who called for end to 'guardianship of women' is jailed	28303
545	Get caught driving while on your mobile phone twice and lose your driving license in the UK	28292
546	Canada to introduce pot legalization legislation in 2017	28298
547	Mysterious Wooden Idol Found in Russia is 11,000 years old, The Shigir Idol is twice as old as the Pyramids and Stonehenge - and is by far the oldest wooden structure in the world. Covered in a code no one can decipher.	28280
548	The United Arab Emirates is going to start taking in Syrian refugees	28250
549	Fifty four large investors managing 1 trillion pounds ($1.41 trillion) in assets have launched a campaign to curb the use of antibiotics in the meat and poultry.	28174
550	US State Dept declares ISIS is committing genocide in Iraq, Syria	28160
551	‘This is not a Christian gesture’: Pope Francis denounces walls while praising immigrants	28161
552	U.S. Kills Leader of ISIS in Libya	28135
553	Many foreign tourists say they're afraid to visit the US after Trump travel ban	28134
554	Israel passes law to cap bankers' salaries: Israel has introduced one of the world’s toughest curbs on bank executives’ salaries in an effort to narrow a big pay gap between bosses and workers. It was approved in parliament overnight in a 56-0 vote and will take effect in six months.	28132
555	England's Doctors Walk Out of Emergency Wards in First Ever All-Out Strike	28113
556	Saudi Arabia just promised to sue anyone who compares their justice system to Isis	28116
557	101 year old man pulled out of rubble alive one week after Nepal earthquake.	28079
558	Zika crisis: Rio Olympics 'should be moved or postponed'	28073
559	Turkey just banned 50,000 from leaving the country	28066
560	Saudi man gets 10 years, 2,000 lashes over atheist tweets	28041
561	Exxon Knew about Climate Change Almost 40 Years Ago - A new investigation shows the oil company understood the science before it became a public issue and spent millions to promote misinformation.	28042
562	Lots of corpse flowers bloomed in 2016 and nobody knows why: The corpse flower takes ten years to build up enough energy to bloom, but mysteriously, dozens of them bloomed within weeks of each other in 2016	27972
563	U.S. drug company sues Canada for trying to lower cost of $700K-a-year drug.	27892
564	ISIS, Taliban announced Jihad against each other - Khaama Press (KP)	27897
565	Nestlé admits slavery in Thailand while fighting child labour lawsuit in Ivory Coast	27885
566	64 ISIS Members Killed As Egypt Launches First Foreign Strikes In 24 Years	27875
567	Military experts warn of 'epic' humanitarian crisis sparked by climate change	27875
568	2015 was the first year since 1974 in which no climber successfully made it to the top of Mount Everest.	27828
569	Obama Removes Cuba From State Sponsor of Terror List	27811
570	Nigerian man facing execution in Indonesia told court police electrocuted his genitals to force him to confess to possessing heroin...among several prisoners on death row...claims they were tortured and their legal cases riddled with corruption, errors and miscarriages of justice.	27732
571	Edward Snowden’s David Cameron Tweet Tells Public to Rise Up and Force PM’s Resignation	27736
572	Colombia has fired more than 1000 police officers in a massive crackdown on corruption	27729
573	A New Zealand man and his six-year old daughter missing at sea for more than a month have landed in Australia after sailing their small, damaged yacht across the treacherous 2,000 km (1,241.7 miles) Tasman Sea.	27718
574	Kim Jong Un Orders Military To Kill South Korean Leaders	27685
575	Russia has listed transsexual and transgender people among those who will no longer qualify for driving licences.	27660
576	Panama Papers include dozens of Americans tied to financial frauds	27629
577	France’s Prime Minister has backed the banning of burkini swimsuits, saying they are not compatible with French values and are based on the “enslavement of women”.	27624
578	The World Health Organization calls for the decriminalization of drug use	27604
579	A 1,000-foot-thick ice block about the size of Delaware is snapping off of Antarctica	27577
580	Scientists warn of coming global disaster because of water inequality.“We are revealing a global disaster in the making, yet we are seeing very little coordinated response.”	27572
581	Chinese paper calls Trump ‘as ignorant as a child’	27543
582	European robot probe Philae has made the first, historic landing on a comet, after descending from its mothership	27541
583	Mexican Officials Pass Proposal To Ban Donald Trump From Their Country	27532
584	Large quake detected in North Korea - BBC News	27520
585	Netherlands opens war crimes investigation into MH17 airliner downing	27476
586	Edward Snowden says it would be “crazy to dismiss” the prospect of Trump striking a deal with Putin that leads to his extradition and trial, but added: “If I was worried about safety, if the security and the future of myself was all that I cared about, I would still be in Hawaii.”	27478
587	Anonymous declares war on ISIS	27469
588	Hungary internet tax cancelled after mass protests	27399
589	Illegal Logging Is Depleting the Amazon Rainforest 29% Faster Than Last Year	27377
590	Afghan military interpreter who served with British forces in Afghanistan and was denied refuge in Britain has been executed	27357
591	"Scientists are about to switch on a telescope that could photograph a black hole's event horizon - ""the resolution of the telescope should be 50 microarcseconds. To put that into perspective, it's the equivalent of being able to see a grapefruit on the surface of the Moon"""	27344
592	1,500 acid attacks have been recorded in London since 2011	27333
593	Trump unaware that Michael Flynn was a 'foreign agent', Sean Spicer says. Flynn disclosed 2 days ago that he'd been lobbying for Inovo, a Danish firm linked to the Turkish president, Recep Tayyip Erdoğan	27326
